ANO_ELEICAO,ESTADO,GENERO,GRAU_INSTRUCAO,ESTADO_CIVIL,COR_RACA,IDADE,FAIXA_ETARIA,FAIXA_ETARIA_IBGE,CIDNAS_IGUAL_CIDCAND,CAND_PURA_S_COLIG,REELEICAO,SITUACAO_FINAL
2016,PA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,ELEITO
2016,MG,MASCULINO,LÊ E ESCREVE,CASADO(A),BRANCA,72.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,SIM,N,NÃO ELEITO
2016,RN,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,63.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,AL,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,72.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,37.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,S,ELEITO
2016,PI,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,ELEITO
2016,TO,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,MS,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,CE,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,SIM,N,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PI,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,AM,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,S,NÃO ELEITO
2016,PI,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,33.0,30 – 39 ANOS,30 – 34 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,PE,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,30.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,ELEITO
2016,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,66.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MT,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,SC,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,61.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,SIM,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,55.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2016,MA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,47.0,40 – 49 ANOS,45 – 49 ANOS,SIM,SIM,N,NÃO ELEITO
2016,TO,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SE,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2016,AL,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,66.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RS,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,ELEITO
2016,PE,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,46.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,S,NÃO ELEITO
2016,RN,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,S,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,S,ELEITO
2016,TO,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,NAO,SIM,S,ELEITO
2016,AM,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,72.0,60 OU SUPERIOR,70 – 74 ANOS,SIM,NAO,N,NÃO ELEITO
2016,RR,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,NÃO ELEITO
2016,RS,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,51.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,38.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,ELEITO
2016,SC,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,SIM,N,NÃO ELEITO
2016,RJ,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,30.0,30 – 39 ANOS,30 – 34 ANOS,SIM,SIM,N,NÃO ELEITO
2016,PB,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,36.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,55.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,S,ELEITO
2016,AM,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SEPARADO(A) JUDICIALMENTE,BRANCA,54.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,TO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,43.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,SIM,N,NÃO ELEITO
2016,GO,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MS,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,PB,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,40.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,VIÚVO(A),BRANCA,60.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,SIM,S,NÃO ELEITO
2016,AM,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PI,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,55.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,S,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,MA,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,26.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,N,ELEITO
2016,ES,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,44.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,S,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,SIM,SIM,N,NÃO ELEITO
2016,TO,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,58.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,SP,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,S,ELEITO
2016,BA,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,61.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,RS,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,59.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,CE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,28.0,ATÉ 29 ANOS,25 – 29 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,SIM,SIM,N,NÃO ELEITO
2016,MT,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,73.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,NAO,N,ELEITO
2016,PE,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PA,MASCULINO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PARDA,65.0,60 OU SUPERIOR,65 – 69 ANOS,SIM,NAO,N,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,64.0,60 OU SUPERIOR,60 – 64 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,SEPARADO(A) JUDICIALMENTE,BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,ELEITO
2016,AM,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),INDÍGENA,39.0,30 – 39 ANOS,35 – 39 ANOS,SIM,SIM,N,NÃO ELEITO
2016,PI,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,S,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,53.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,ELEITO
2016,BA,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,RS,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,74.0,60 OU SUPERIOR,70 – 74 ANOS,NAO,SIM,N,ELEITO
2016,MG,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,S,ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,44.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2016,AC,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,33.0,30 – 39 ANOS,30 – 34 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,51.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,46.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,53.0,50 – 59 ANOS,50 – 54 ANOS,SIM,NAO,N,ELEITO
2016,RN,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SC,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,SIM,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,62.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,NAO,S,NÃO ELEITO
2016,TO,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,BA,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,67.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,N,ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,40.0,40 – 49 ANOS,40 – 44 ANOS,SIM,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,36.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,ELEITO
2016,PR,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,55.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,38.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,56.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MS,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,52.0,50 – 59 ANOS,50 – 54 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,50.0,50 – 59 ANOS,50 – 54 ANOS,NAO,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,41.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,ELEITO
2016,PR,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,35.0,30 – 39 ANOS,35 – 39 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PE,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,47.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,SP,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,73.0,60 OU SUPERIOR,70 – 74 ANOS,SIM,NAO,N,NÃO ELEITO
2016,BA,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,49.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PB,MASCULINO,ENSINO MÉDIO COMPLETO,VIÚVO(A),BRANCA,62.0,60 OU SUPERIOR,60 – 64 ANOS,SIM,SIM,N,NÃO ELEITO
2016,SP,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,42.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,PR,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,57.0,50 – 59 ANOS,55 – 59 ANOS,NAO,NAO,N,ELEITO
2016,RN,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,39.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,38.0,30 – 39 ANOS,35 – 39 ANOS,SIM,NAO,N,NÃO ELEITO
2016,PE,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,68.0,60 OU SUPERIOR,65 – 69 ANOS,NAO,NAO,S,NÃO ELEITO
2016,GO,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,45.0,40 – 49 ANOS,45 – 49 ANOS,NAO,NAO,N,ELEITO
2016,PE,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,44.0,40 – 49 ANOS,40 – 44 ANOS,NAO,NAO,N,NÃO ELEITO
2016,MG,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,48.0,40 – 49 ANOS,45 – 49 ANOS,SIM,NAO,S,ELEITO
